Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Regulation Of Wnt Signaling Pathway (GO:0030111),0.6705122338667058,1.5370133783831694,0.009615384615384616,0.3248813351860361,1.0,9/70,4.42%,CTNND2;LGR6;KANK1;DAAM2;AMER2;TCF7L1;FGFR2;ZNF703;TLE1
prerank,Regulation Of Cell Motility (GO:2000145),0.6511332703020215,1.5360070936460821,0.01098901098901099,0.3203970372159099,1.0,12/84,7.56%,PLXNB1;ERBB4;FYN;PLXNA1;FRMD5;FGF2;PLEKHG3;NEXN;FGF1;TNC;ENPP2;PLXND1
prerank,Regulation Of Chondrocyte Differentiation (GO:0032330),0.8536922637561775,1.5349879028210789,0.01511879049676026,0.3160241111881169,1.0,6/16,5.72%,BMPR1B;EFEMP1;GREM1;PKDCC;ZBTB16;SOX9
prerank,Regulation Of Peptide Hormone Secretion (GO:0090276),-0.8118122466457723,-1.5333147447677928,0.01289134438305709,0.21939493270435825,0.995,4/27,3.05%,IL1B;TNF;SNAP25;SYT7
prerank,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),0.6978569171214244,1.5328047227004797,0.02050113895216401,0.31728118698314617,1.0,3/59,0.98%,YAP1;WWTR1;FERMT2
prerank,Inorganic Anion Transmembrane Transport (GO:0098661),-0.7430960308972439,-1.5292109894603299,0.005235602094240838,0.23028883436819622,0.997,10/47,9.12%,GABRG2;GLRA3;GABRA4;SLC1A1;GLRB;SLC25A3;GLRA1;GABRA1;SLC20A1;GABRB3
prerank,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),-0.8596967342071336,-1.5290135713097615,0.003629764065335753,0.22615618910890994,0.997,4/19,1.57%,IL1B;TNF;KLF2;CD36
prerank,Cellular Response To Lipopolysaccharide (GO:0071222),-0.6766481833651323,-1.5270574088074989,0.008375209380234505,0.22953479398147153,0.997,18/88,13.22%,IL1B;IL1A;TNF;CCL3;CXCL10;CD80;ZFP36;IL10;CCL2;MYD88;TNFAIP3;NOD2;PPM1E;LYN;LDOC1;NLRP3;ZC3H12A;TNIP2
prerank,Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050),-0.8426413558232031,-1.5269835756153267,0.008818342151675485,0.2250612731277864,0.997,3/20,3.11%,PINK1;UBB;ATP5IF1
prerank,Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),-0.8267686812021655,-1.526172256058604,0.007366482504604052,0.22398618046883442,0.997,9/23,10.09%,DMTN;THY1;OCRL;SOCS3;PARP14;SAMSN1;SH2B3;PTPN2;PPP2R1A
prerank,Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),-0.8331753735204896,-1.5252563543613125,0.012345679012345678,0.22293294038337683,0.998,5/21,5.26%,MLLT11;MOAP1;PINK1;BNIP3;PPIF
prerank,Regulation Of Cell Morphogenesis (GO:0022604),0.8006544083503588,1.5246413496226014,0.013574660633484163,0.34631772880546785,1.0,5/27,5.38%,NTNG1;FERMT2;CD44;SPARC;SH3D19
prerank,Negative Regulation Of DNA Recombination (GO:0045910),-0.8026984767525178,-1.523827112157786,0.008944543828264758,0.22440937240288197,0.998,4/26,5.10%,POLQ;TERF2IP;INSL6;BLM
prerank,Regulation Of Cellular Metabolic Process (GO:0031323),-0.7655501612090421,-1.5228271720947415,0.013011152416356878,0.22389694393889537,0.998,3/38,1.61%,SLC2A6;PINK1;PGAM1
prerank,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),0.6694060968124328,1.5217161516594053,0.007125890736342043,0.35152887862265697,1.0,20/67,8.70%,PLXNB1;RAPGEF3;EGFR;HGF;ERBB3;NTRK3;ROR1;FGF2;ROR2;PDGFRB;PPP1R16B;IGF1R;SOX9;DAB2IP;TGFB2;FGFR1;DDR2;NTRK2;PTPN13;INSR
prerank,cAMP-mediated Signaling (GO:0019933),0.8286059631412804,1.5183185437095725,0.028888888888888888,0.3583691975016769,1.0,3/18,1.07%,PDE7B;ADCY2;RAPGEF3
